id_student,code_module,code_presentation,label_pass,label_fail_or_withdraw,sex,age_band,highest_education,imd_band,sex_x_age,studied_credits,num_of_prev_attempts,vle_total_clicks,vle_mean_clicks,vle_max_clicks,vle_first4_clicks,vle_last4_clicks,vle_cumulative_clicks,vle_days_active,assessment_count,assessment_mean_score,assessment_last_score,assessment_ontime_rate
2857,CCC,2014J,0,1,Male,0-35,Post Graduate Qualification,20-30%,Male_x_0-35,120,1,322.0,46.0,84.0,51.0,322.0,322.0,7.0,1.0,28.0,28.0,1.0
2858,BBB,2014B,0,1,Male,0-35,No Formal quals,30-40%,Male_x_0-35,60,2,113.0,22.6,51.0,13.0,113.0,113.0,5.0,,,,
2859,BBB,2013B,0,1,Female,55<=,Post Graduate Qualification,10-20%,Female_x_55<=,120,1,559.0,50.81818181818182,84.0,136.0,559.0,559.0,10.0,,,,
2860,CCC,2013B,1,0,Male,55<=,Lower Than A Level,90-100%,Male_x_55<=,60,0,275.0,55.0,66.0,36.0,275.0,275.0,5.0,,,,
2861,AAA,2014J,1,0,Male,35-55,No Formal quals,30-40%,Male_x_35-55,120,0,454.0,50.44444444444444,94.0,1.0,454.0,454.0,9.0,,,,
2862,BBB,2013B,0,1,Female,35-55,A Level or Equivalent,90-100%,Female_x_35-55,30,0,47.0,15.666666666666666,32.0,0.0,47.0,47.0,3.0,,,,
2863,EEE,2013B,0,1,Male,35-55,A Level or Equivalent,20-30%,Male_x_35-55,30,1,732.0,56.30769230769231,96.0,0.0,732.0,732.0,12.0,,,,
2864,FFF,2013J,0,1,Female,35-55,Post Graduate Qualification,70-80%,Female_x_35-55,30,1,675.0,56.25,99.0,37.0,675.0,675.0,12.0,,,,
2865,CCC,2013B,0,1,Female,0-35,Post Graduate Qualification,10-20%,Female_x_0-35,60,3,561.0,51.0,92.0,0.0,561.0,561.0,11.0,,,,
2866,CCC,2013J,0,1,Female,35-55,No Formal quals,80-90%,Female_x_35-55,30,1,341.0,56.833333333333336,96.0,156.0,341.0,341.0,6.0,,,,
2867,BBB,2013B,0,1,Female,0-35,No Formal quals,20-30%,Female_x_0-35,60,0,440.0,62.857142857142854,99.0,46.0,440.0,440.0,7.0,,,,
2868,AAA,2014B,0,1,Male,55<=,Post Graduate Qualification,30-40%,Male_x_55<=,60,0,481.0,60.125,98.0,0.0,481.0,481.0,8.0,,,,
2869,EEE,2014J,1,0,Male,55<=,Lower Than A Level,90-100%,Male_x_55<=,60,0,285.0,47.5,87.0,0.0,285.0,285.0,6.0,2.0,58.5,82.0,1.0
2870,AAA,2013J,0,1,Female,0-35,A Level or Equivalent,90-100%,Female_x_0-35,60,0,199.0,49.75,72.0,0.0,199.0,199.0,4.0,,,,
2871,DDD,2014J,1,0,Female,35-55,No Formal quals,20-30%,Female_x_35-55,30,0,286.0,71.5,96.0,0.0,286.0,286.0,4.0,1.0,83.0,83.0,0.0
2872,DDD,2013J,0,1,Male,55<=,Lower Than A Level,20-30%,Male_x_55<=,90,0,970.0,51.05263157894737,94.0,166.0,970.0,970.0,19.0,,,,
2873,FFF,2013J,0,1,Female,0-35,Post Graduate Qualification,70-80%,Female_x_0-35,60,0,292.0,58.4,84.0,0.0,292.0,292.0,5.0,,,,
2874,BBB,2013J,1,0,Female,55<=,HE Qualification,70-80%,Female_x_55<=,120,1,180.0,36.0,98.0,0.0,180.0,180.0,4.0,,,,
2875,BBB,2014B,0,1,Female,35-55,No Formal quals,50-60%,Female_x_35-55,60,0,397.0,66.16666666666667,96.0,0.0,397.0,397.0,6.0,1.0,10.0,10.0,1.0
2876,BBB,2013B,1,0,Male,0-35,HE Qualification,30-40%,Male_x_0-35,120,0,269.0,67.25,81.0,55.0,269.0,269.0,4.0,,,,
2877,FFF,2013J,0,0,Female,55<=,Lower Than A Level,0-10%,Female_x_55<=,60,0,61.0,20.333333333333332,31.0,0.0,61.0,61.0,3.0,,,,
2878,DDD,2014B,1,0,Male,35-55,A Level or Equivalent,30-40%,Male_x_35-55,120,0,,,,,,,,,,,
2879,AAA,2013J,0,0,Male,0-35,Lower Than A Level,70-80%,Male_x_0-35,30,3,169.0,56.333333333333336,75.0,0.0,169.0,169.0,3.0,,,,
2880,FFF,2013B,0,1,Male,0-35,A Level or Equivalent,50-60%,Male_x_0-35,90,0,781.0,52.06666666666667,99.0,174.0,781.0,781.0,15.0,,,,
2881,FFF,2013J,1,0,Female,0-35,Lower Than A Level,10-20%,Female_x_0-35,90,2,17.0,17.0,17.0,0.0,17.0,17.0,1.0,,,,
2882,AAA,2014B,1,0,Female,0-35,No Formal quals,20-30%,Female_x_0-35,30,0,203.0,33.833333333333336,68.0,12.0,203.0,203.0,6.0,2.0,73.0,56.0,0.5
2883,BBB,2013B,1,0,Male,55<=,No Formal quals,60-70%,Male_x_55<=,60,0,13.0,13.0,13.0,0.0,13.0,13.0,1.0,,,,
2884,EEE,2014B,1,0,Male,0-35,HE Qualification,30-40%,Male_x_0-35,90,0,339.0,48.42857142857143,79.0,48.0,339.0,339.0,7.0,1.0,87.0,87.0,0.0
2885,AAA,2013B,1,0,Male,0-35,Lower Than A Level,30-40%,Male_x_0-35,60,0,367.0,33.36363636363637,76.0,0.0,367.0,367.0,11.0,1.0,10.0,10.0,0.0
2886,DDD,2013B,1,0,Female,0-35,Lower Than A Level,40-50%,Female_x_0-35,30,0,802.0,40.1,96.0,168.0,802.0,802.0,19.0,1.0,25.0,25.0,0.0
2887,CCC,2014J,1,0,Female,0-35,HE Qualification,70-80%,Female_x_0-35,60,1,799.0,49.9375,99.0,0.0,799.0,799.0,15.0,,,,
2888,CCC,2014J,0,1,Male,0-35,Post Graduate Qualification,60-70%,Male_x_0-35,30,0,219.0,31.285714285714285,64.0,0.0,219.0,219.0,7.0,,,,
2889,FFF,2014J,1,0,Male,35-55,Lower Than A Level,80-90%,Male_x_35-55,90,0,404.0,50.5,74.0,0.0,404.0,404.0,7.0,1.0,32.0,32.0,0.0
2890,CCC,2013B,0,1,Female,55<=,Lower Than A Level,40-50%,Female_x_55<=,30,0,440.0,62.857142857142854,99.0,0.0,440.0,440.0,7.0,,,,
2891,EEE,2013J,1,0,Male,35-55,Lower Than A Level,0-10%,Male_x_35-55,30,0,233.0,58.25,76.0,49.0,233.0,233.0,4.0,1.0,23.0,23.0,0.0
2892,BBB,2014B,0,0,Female,55<=,Post Graduate Qualification,30-40%,Female_x_55<=,30,2,145.0,36.25,76.0,76.0,145.0,145.0,4.0,,,,
2893,DDD,2014B,0,1,Female,0-35,No Formal quals,50-60%,Female_x_0-35,60,2,332.0,47.42857142857143,89.0,0.0,332.0,332.0,7.0,1.0,89.0,89.0,1.0
2894,EEE,2014B,0,1,Male,55<=,HE Qualification,50-60%,Male_x_55<=,120,0,265.0,44.166666666666664,74.0,0.0,265.0,265.0,6.0,1.0,13.0,13.0,0.0
2895,DDD,2014J,1,0,Male,0-35,Post Graduate Qualification,80-90%,Male_x_0-35,30,0,431.0,61.57142857142857,85.0,171.0,431.0,431.0,6.0,2.0,32.5,26.0,1.0
2896,DDD,2013B,0,1,Female,0-35,A Level or Equivalent,90-100%,Female_x_0-35,30,0,574.0,52.18181818181818,92.0,92.0,574.0,574.0,11.0,,,,
2897,BBB,2014J,1,0,Female,35-55,A Level or Equivalent,40-50%,Female_x_35-55,60,3,150.0,50.0,90.0,0.0,150.0,150.0,3.0,,,,
2898,FFF,2013J,0,0,Female,35-55,Post Graduate Qualification,40-50%,Female_x_35-55,90,0,1132.0,56.6,97.0,14.0,1132.0,1132.0,18.0,,,,
2899,CCC,2013B,0,1,Female,35-55,Post Graduate Qualification,50-60%,Female_x_35-55,60,1,479.0,39.916666666666664,73.0,8.0,479.0,479.0,12.0,,,,
2900,BBB,2014B,0,1,Female,55<=,No Formal quals,50-60%,Female_x_55<=,60,0,444.0,63.42857142857143,91.0,50.0,444.0,444.0,7.0,1.0,39.0,39.0,0.0
2901,EEE,2014J,0,1,Male,55<=,A Level or Equivalent,20-30%,Male_x_55<=,60,3,270.0,90.0,94.0,0.0,270.0,270.0,3.0,,,,
2902,FFF,2014J,0,1,Female,35-55,HE Qualification,50-60%,Female_x_35-55,30,0,564.0,40.285714285714285,86.0,20.0,564.0,564.0,14.0,1.0,38.0,38.0,0.0
2903,EEE,2013J,1,0,Female,35-55,Lower Than A Level,70-80%,Female_x_35-55,60,0,44.0,22.0,22.0,0.0,44.0,44.0,2.0,1.0,2.0,2.0,0.0
2904,FFF,2013J,0,1,Female,0-35,Lower Than A Level,50-60%,Female_x_0-35,60,1,436.0,62.285714285714285,86.0,0.0,436.0,436.0,7.0,,,,
2905,EEE,2014J,1,0,Male,55<=,No Formal quals,40-50%,Male_x_55<=,90,3,99.0,99.0,99.0,0.0,99.0,99.0,1.0,1.0,82.0,82.0,1.0
2906,BBB,2013J,0,1,Male,0-35,No Formal quals,20-30%,Male_x_0-35,120,3,186.0,46.5,67.0,42.0,186.0,186.0,4.0,1.0,66.0,66.0,1.0
2907,FFF,2014B,1,0,Female,55<=,A Level or Equivalent,0-10%,Female_x_55<=,90,1,132.0,44.0,60.0,0.0,132.0,132.0,3.0,,,,
2908,FFF,2013J,1,0,Female,35-55,HE Qualification,40-50%,Female_x_35-55,60,1,555.0,34.6875,75.0,50.0,555.0,555.0,14.0,,,,
2909,DDD,2013J,0,1,Male,55<=,HE Qualification,50-60%,Male_x_55<=,60,0,348.0,31.636363636363637,93.0,92.0,348.0,348.0,10.0,,,,
2910,DDD,2014J,1,0,Male,55<=,Post Graduate Qualification,50-60%,Male_x_55<=,30,1,969.0,53.833333333333336,92.0,89.0,969.0,969.0,18.0,,,,
2911,AAA,2014J,0,1,Male,0-35,No Formal quals,50-60%,Male_x_0-35,90,2,184.0,46.0,65.0,0.0,184.0,184.0,4.0,,,,
2912,EEE,2013B,0,1,Male,35-55,Lower Than A Level,20-30%,Male_x_35-55,60,0,481.0,48.1,92.0,65.0,481.0,481.0,9.0,,,,
2913,DDD,2013B,0,0,Female,35-55,Lower Than A Level,30-40%,Female_x_35-55,120,1,218.0,54.5,67.0,39.0,218.0,218.0,4.0,,,,
2914,AAA,2014J,1,0,Male,35-55,A Level or Equivalent,20-30%,Male_x_35-55,30,0,333.0,66.6,79.0,0.0,333.0,333.0,5.0,,,,
2915,DDD,2013J,0,1,Female,0-35,Lower Than A Level,10-20%,Female_x_0-35,90,0,577.0,64.11111111111111,88.0,70.0,577.0,577.0,9.0,,,,
2916,EEE,2013J,0,1,Female,0-35,HE Qualification,70-80%,Female_x_0-35,60,2,276.0,34.5,64.0,4.0,276.0,276.0,8.0,,,,
2917,FFF,2013B,1,0,Male,0-35,HE Qualification,60-70%,Male_x_0-35,30,0,366.0,61.0,92.0,0.0,366.0,366.0,6.0,1.0,98.0,98.0,0.0
2918,CCC,2013B,0,1,Male,55<=,No Formal quals,70-80%,Male_x_55<=,60,0,281.0,70.25,88.0,0.0,281.0,281.0,4.0,,,,
2919,EEE,2013B,1,0,Male,55<=,A Level or Equivalent,50-60%,Male_x_55<=,120,0,,,,,,,,,,,
2920,BBB,2014B,1,0,Male,0-35,Lower Than A Level,60-70%,Male_x_0-35,120,0,707.0,58.916666666666664,99.0,185.0,707.0,707.0,12.0,,,,
2921,DDD,2014B,1,0,Female,0-35,No Formal quals,0-10%,Female_x_0-35,90,0,388.0,48.5,71.0,138.0,388.0,388.0,8.0,,,,
2922,DDD,2013B,0,1,Female,35-55,Post Graduate Qualification,90-100%,Female_x_35-55,30,2,414.0,69.0,97.0,0.0,414.0,414.0,6.0,4.0,42.75,67.0,0.5
2923,FFF,2013J,1,0,Female,55<=,Post Graduate Qualification,40-50%,Female_x_55<=,90,1,,,,,,,,,,,
2924,BBB,2013B,1,0,Male,55<=,Lower Than A Level,30-40%,Male_x_55<=,60,2,112.0,18.666666666666668,56.0,0.0,112.0,112.0,6.0,,,,
2925,FFF,2014B,0,1,Female,35-55,Lower Than A Level,90-100%,Female_x_35-55,60,0,203.0,50.75,69.0,0.0,203.0,203.0,4.0,,,,
2926,BBB,2013J,1,0,Male,35-55,Lower Than A Level,20-30%,Male_x_35-55,30,2,473.0,52.55555555555556,77.0,57.0,473.0,473.0,9.0,1.0,69.0,69.0,1.0
2927,CCC,2014B,0,1,Female,35-55,HE Qualification,10-20%,Female_x_35-55,30,1,155.0,77.5,89.0,0.0,155.0,155.0,2.0,,,,
2928,DDD,2013J,1,0,Male,0-35,Lower Than A Level,80-90%,Male_x_0-35,30,0,197.0,28.142857142857142,55.0,0.0,197.0,197.0,7.0,,,,
2929,DDD,2014B,1,0,Female,0-35,Post Graduate Qualification,70-80%,Female_x_0-35,90,1,770.0,48.125,96.0,136.0,770.0,770.0,16.0,,,,
2930,CCC,2013J,0,1,Female,0-35,Lower Than A Level,90-100%,Female_x_0-35,30,3,276.0,46.0,71.0,0.0,276.0,276.0,5.0,1.0,37.0,37.0,1.0
2931,AAA,2013J,0,1,Male,0-35,A Level or Equivalent,10-20%,Male_x_0-35,30,0,524.0,32.75,67.0,73.0,524.0,524.0,15.0,1.0,65.0,65.0,1.0
2932,FFF,2013J,0,1,Female,0-35,Post Graduate Qualification,50-60%,Female_x_0-35,60,0,483.0,69.0,95.0,3.0,483.0,483.0,7.0,,,,
2933,CCC,2013J,0,1,Female,55<=,A Level or Equivalent,20-30%,Female_x_55<=,60,2,111.0,55.5,61.0,0.0,111.0,111.0,2.0,,,,
2934,FFF,2014J,0,0,Male,55<=,Post Graduate Qualification,20-30%,Male_x_55<=,30,0,181.0,60.333333333333336,67.0,0.0,181.0,181.0,3.0,1.0,6.0,6.0,0.0
2935,EEE,2014B,1,0,Male,55<=,No Formal quals,40-50%,Male_x_55<=,30,1,313.0,52.166666666666664,86.0,86.0,313.0,313.0,5.0,1.0,4.0,4.0,0.0
2936,DDD,2014B,0,1,Male,35-55,Post Graduate Qualification,60-70%,Male_x_35-55,30,0,571.0,43.92307692307692,96.0,0.0,571.0,571.0,12.0,1.0,90.0,90.0,1.0
2937,FFF,2014J,0,1,Male,55<=,Post Graduate Qualification,60-70%,Male_x_55<=,60,0,173.0,43.25,98.0,40.0,173.0,173.0,4.0,1.0,66.0,66.0,0.0
2938,BBB,2013J,0,1,Male,35-55,A Level or Equivalent,90-100%,Male_x_35-55,30,1,56.0,28.0,51.0,0.0,56.0,56.0,2.0,,,,
2939,FFF,2013J,0,0,Female,55<=,A Level or Equivalent,0-10%,Female_x_55<=,60,0,203.0,50.75,90.0,11.0,203.0,203.0,4.0,,,,
2940,EEE,2014B,0,1,Male,0-35,Post Graduate Qualification,60-70%,Male_x_0-35,30,1,822.0,48.35294117647059,96.0,330.0,822.0,822.0,16.0,,,,
2941,DDD,2014J,1,0,Female,55<=,Post Graduate Qualification,60-70%,Female_x_55<=,30,0,,,,,,,,,,,
2942,CCC,2013J,0,1,Female,0-35,HE Qualification,50-60%,Female_x_0-35,60,0,407.0,58.142857142857146,86.0,0.0,407.0,407.0,7.0,,,,
2943,EEE,2013J,1,0,Male,0-35,No Formal quals,50-60%,Male_x_0-35,30,0,219.0,54.75,85.0,0.0,219.0,219.0,4.0,3.0,71.33333333333333,61.0,0.6666666666666666
2944,DDD,2013J,1,0,Female,55<=,No Formal quals,10-20%,Female_x_55<=,30,0,768.0,54.857142857142854,95.0,90.0,768.0,768.0,14.0,1.0,98.0,98.0,0.0
2945,FFF,2013B,0,1,Female,55<=,Lower Than A Level,20-30%,Female_x_55<=,60,0,51.0,25.5,44.0,0.0,51.0,51.0,2.0,,,,
2946,AAA,2014J,1,0,Male,0-35,Post Graduate Qualification,20-30%,Male_x_0-35,60,1,675.0,67.5,99.0,21.0,675.0,675.0,9.0,,,,
2947,AAA,2013J,1,0,Female,35-55,Post Graduate Qualification,20-30%,Female_x_35-55,90,2,218.0,54.5,90.0,90.0,218.0,218.0,4.0,,,,
2948,BBB,2013B,0,0,Male,35-55,Post Graduate Qualification,10-20%,Male_x_35-55,30,2,533.0,59.22222222222222,90.0,0.0,533.0,533.0,9.0,,,,
2949,DDD,2014J,1,0,Male,55<=,Post Graduate Qualification,80-90%,Male_x_55<=,90,0,778.0,70.72727272727273,98.0,179.0,778.0,778.0,11.0,,,,
2950,AAA,2013J,0,1,Male,0-35,No Formal quals,50-60%,Male_x_0-35,90,2,734.0,73.4,98.0,98.0,734.0,734.0,10.0,2.0,41.5,5.0,0.0
2951,CCC,2014B,1,0,Female,35-55,A Level or Equivalent,10-20%,Female_x_35-55,90,2,396.0,49.5,99.0,0.0,396.0,396.0,8.0,1.0,99.0,99.0,1.0
2952,DDD,2013B,1,0,Female,55<=,HE Qualification,20-30%,Female_x_55<=,60,0,621.0,56.45454545454545,97.0,0.0,621.0,621.0,11.0,2.0,40.0,10.0,1.0
2953,CCC,2013B,1,0,Female,55<=,A Level or Equivalent,90-100%,Female_x_55<=,90,0,402.0,44.666666666666664,81.0,23.0,402.0,402.0,9.0,,,,
2954,CCC,2013J,0,1,Female,0-35,A Level or Equivalent,50-60%,Female_x_0-35,30,0,609.0,43.5,92.0,64.0,609.0,609.0,13.0,2.0,42.5,0.0,0.5
2955,AAA,2013J,1,0,Male,35-55,No Formal quals,30-40%,Male_x_35-55,30,0,234.0,58.5,77.0,74.0,234.0,234.0,4.0,,,,
2956,DDD,2013B,0,1,Female,55<=,HE Qualification,60-70%,Female_x_55<=,30,2,,,,,,,,1.0,60.0,60.0,0.0
2957,FFF,2014B,0,1,Male,35-55,Post Graduate Qualification,50-60%,Male_x_35-55,120,0,87.0,87.0,87.0,87.0,87.0,87.0,1.0,1.0,95.0,95.0,1.0
2958,EEE,2014B,0,1,Female,55<=,No Formal quals,50-60%,Female_x_55<=,60,1,426.0,60.857142857142854,95.0,0.0,426.0,426.0,7.0,,,,
2959,AAA,2014J,1,0,Female,55<=,No Formal quals,20-30%,Female_x_55<=,120,0,26.0,26.0,26.0,26.0,26.0,26.0,1.0,,,,
2960,AAA,2013J,1,0,Female,35-55,HE Qualification,70-80%,Female_x_35-55,30,0,281.0,56.2,94.0,153.0,281.0,281.0,5.0,,,,
2961,FFF,2014B,0,1,Female,35-55,Lower Than A Level,80-90%,Female_x_35-55,120,0,497.0,45.18181818181818,80.0,0.0,497.0,497.0,11.0,,,,
2962,DDD,2014J,0,1,Female,0-35,No Formal quals,50-60%,Female_x_0-35,120,3,137.0,27.4,68.0,0.0,137.0,137.0,5.0,,,,
2963,DDD,2014B,0,1,Male,0-35,A Level or Equivalent,10-20%,Male_x_0-35,120,0,154.0,38.5,73.0,0.0,154.0,154.0,4.0,,,,
2964,CCC,2013J,0,1,Female,0-35,A Level or Equivalent,0-10%,Female_x_0-35,60,2,202.0,28.857142857142858,67.0,0.0,202.0,202.0,7.0,,,,
2965,FFF,2014J,0,1,Female,0-35,Post Graduate Qualification,20-30%,Female_x_0-35,90,0,370.0,61.666666666666664,88.0,55.0,370.0,370.0,6.0,1.0,24.0,24.0,0.0
2966,FFF,2014J,1,0,Female,35-55,No Formal quals,20-30%,Female_x_35-55,120,1,339.0,30.818181818181817,95.0,67.0,339.0,339.0,11.0,1.0,0.0,0.0,0.0
2967,DDD,2014J,1,0,Female,0-35,Post Graduate Qualification,70-80%,Female_x_0-35,60,1,530.0,48.18181818181818,90.0,90.0,530.0,530.0,11.0,,,,
2968,CCC,2014B,0,1,Male,35-55,No Formal quals,40-50%,Male_x_35-55,60,2,,,,,,,,1.0,77.0,77.0,0.0
2969,AAA,2013J,1,0,Female,55<=,HE Qualification,0-10%,Female_x_55<=,90,0,665.0,51.15384615384615,96.0,138.0,665.0,665.0,12.0,,,,
2970,BBB,2014J,0,0,Male,35-55,No Formal quals,30-40%,Male_x_35-55,60,0,351.0,70.2,94.0,55.0,351.0,351.0,5.0,1.0,29.0,29.0,1.0
2971,EEE,2013B,0,1,Female,0-35,Lower Than A Level,60-70%,Female_x_0-35,90,0,417.0,46.333333333333336,77.0,0.0,417.0,417.0,9.0,,,,
2972,AAA,2013J,1,0,Male,35-55,A Level or Equivalent,40-50%,Male_x_35-55,30,2,206.0,68.66666666666667,81.0,0.0,206.0,206.0,3.0,1.0,42.0,42.0,0.0
2973,DDD,2013B,1,0,Male,35-55,HE Qualification,90-100%,Male_x_35-55,60,0,311.0,62.2,99.0,3.0,311.0,311.0,5.0,,,,
2974,EEE,2013B,0,1,Male,35-55,A Level or Equivalent,50-60%,Male_x_35-55,30,0,463.0,42.09090909090909,98.0,0.0,463.0,463.0,10.0,,,,
2975,BBB,2014J,0,1,Male,35-55,Post Graduate Qualification,90-100%,Male_x_35-55,30,0,929.0,58.0625,95.0,155.0,929.0,929.0,16.0,1.0,9.0,9.0,1.0
2976,BBB,2014J,0,0,Male,35-55,HE Qualification,30-40%,Male_x_35-55,30,0,20.0,20.0,20.0,0.0,20.0,20.0,1.0,2.0,83.0,81.0,0.5
2977,CCC,2014B,0,1,Female,0-35,Lower Than A Level,10-20%,Female_x_0-35,90,1,48.0,24.0,45.0,0.0,48.0,48.0,2.0,1.0,25.0,25.0,1.0
2978,EEE,2014B,0,1,Male,35-55,A Level or Equivalent,80-90%,Male_x_35-55,30,2,489.0,54.333333333333336,99.0,0.0,489.0,489.0,9.0,,,,
2979,CCC,2014B,1,0,Female,0-35,No Formal quals,10-20%,Female_x_0-35,90,0,418.0,69.66666666666667,97.0,89.0,418.0,418.0,6.0,,,,
2980,AAA,2013J,1,0,Male,55<=,No Formal quals,10-20%,Male_x_55<=,90,2,1072.0,38.285714285714285,89.0,7.0,1072.0,1072.0,26.0,1.0,31.0,31.0,1.0
2981,FFF,2014B,0,1,Male,35-55,No Formal quals,10-20%,Male_x_35-55,60,1,986.0,54.77777777777778,96.0,41.0,986.0,986.0,17.0,,,,
2982,FFF,2013B,0,1,Female,55<=,HE Qualification,0-10%,Female_x_55<=,30,0,468.0,42.54545454545455,94.0,15.0,468.0,468.0,9.0,1.0,24.0,24.0,1.0
2983,FFF,2014B,0,1,Male,0-35,Lower Than A Level,20-30%,Male_x_0-35,30,2,209.0,52.25,92.0,0.0,209.0,209.0,4.0,,,,
2984,EEE,2014J,0,1,Male,35-55,Lower Than A Level,50-60%,Male_x_35-55,60,1,212.0,53.0,70.0,52.0,212.0,212.0,4.0,1.0,47.0,47.0,1.0
2985,FFF,2014B,0,1,Male,55<=,Lower Than A Level,60-70%,Male_x_55<=,30,0,451.0,34.69230769230769,90.0,62.0,451.0,451.0,12.0,,,,
2986,AAA,2013J,0,1,Male,0-35,A Level or Equivalent,0-10%,Male_x_0-35,60,1,355.0,59.166666666666664,92.0,59.0,355.0,355.0,6.0,,,,
2987,CCC,2013J,1,0,Female,55<=,HE Qualification,40-50%,Female_x_55<=,120,0,307.0,61.4,89.0,58.0,307.0,307.0,5.0,,,,
2988,EEE,2013B,0,1,Male,35-55,No Formal quals,40-50%,Male_x_35-55,30,0,166.0,55.333333333333336,60.0,58.0,166.0,166.0,3.0,,,,
2989,CCC,2013J,0,1,Male,35-55,A Level or Equivalent,0-10%,Male_x_35-55,60,1,512.0,46.54545454545455,98.0,139.0,512.0,512.0,10.0,2.0,74.5,71.0,0.5
2990,EEE,2014B,1,0,Female,35-55,Lower Than A Level,30-40%,Female_x_35-55,120,1,,,,,,,,1.0,45.0,45.0,0.0
2991,CCC,2014J,0,1,Female,0-35,No Formal quals,90-100%,Female_x_0-35,90,1,1143.0,47.625,97.0,157.0,1143.0,1143.0,24.0,,,,
2992,BBB,2013J,1,0,Male,55<=,HE Qualification,0-10%,Male_x_55<=,90,0,155.0,31.0,80.0,135.0,155.0,155.0,5.0,2.0,28.0,24.0,0.5
2993,CCC,2013B,0,1,Male,0-35,Post Graduate Qualification,0-10%,Male_x_0-35,90,3,982.0,70.14285714285714,96.0,290.0,982.0,982.0,14.0,1.0,25.0,25.0,1.0
2994,FFF,2014B,0,1,Female,55<=,Lower Than A Level,60-70%,Female_x_55<=,60,0,240.0,48.0,91.0,0.0,240.0,240.0,5.0,,,,
2995,BBB,2013B,1,0,Male,0-35,Lower Than A Level,60-70%,Male_x_0-35,90,0,488.0,37.53846153846154,93.0,121.0,488.0,488.0,13.0,,,,
2996,CCC,2013J,0,1,Female,35-55,Lower Than A Level,20-30%,Female_x_35-55,120,0,1080.0,54.0,94.0,87.0,1080.0,1080.0,20.0,,,,
2997,EEE,2013J,0,1,Male,55<=,Lower Than A Level,60-70%,Male_x_55<=,60,0,217.0,54.25,88.0,0.0,217.0,217.0,4.0,,,,
2998,EEE,2013B,0,1,Female,55<=,No Formal quals,20-30%,Female_x_55<=,60,0,300.0,42.857142857142854,79.0,1.0,300.0,300.0,7.0,,,,
2999,EEE,2014B,0,1,Female,55<=,HE Qualification,10-20%,Female_x_55<=,60,1,13.0,13.0,13.0,0.0,13.0,13.0,1.0,1.0,34.0,34.0,1.0
3000,DDD,2013J,0,1,Female,0-35,A Level or Equivalent,90-100%,Female_x_0-35,60,2,571.0,63.44444444444444,99.0,73.0,571.0,571.0,9.0,3.0,49.333333333333336,95.0,0.3333333333333333
3001,AAA,2014J,1,0,Male,35-55,No Formal quals,30-40%,Male_x_35-55,30,3,86.0,28.666666666666668,46.0,36.0,86.0,86.0,3.0,,,,
3002,EEE,2013J,0,1,Male,55<=,HE Qualification,90-100%,Male_x_55<=,60,1,435.0,43.5,99.0,60.0,435.0,435.0,10.0,1.0,34.0,34.0,0.0
3003,BBB,2014B,0,1,Male,0-35,A Level or Equivalent,20-30%,Male_x_0-35,60,0,424.0,60.57142857142857,95.0,86.0,424.0,424.0,7.0,,,,
3004,EEE,2013J,0,1,Male,55<=,Lower Than A Level,60-70%,Male_x_55<=,60,1,750.0,41.666666666666664,93.0,156.0,750.0,750.0,18.0,,,,
3005,DDD,2013B,1,0,Female,35-55,HE Qualification,0-10%,Female_x_35-55,30,1,271.0,54.2,83.0,0.0,271.0,271.0,5.0,,,,
3006,FFF,2013J,0,1,Female,55<=,Lower Than A Level,50-60%,Female_x_55<=,90,0,159.0,31.8,64.0,0.0,159.0,159.0,5.0,,,,
3007,BBB,2013J,1,0,Female,35-55,HE Qualification,10-20%,Female_x_35-55,30,1,473.0,59.125,83.0,77.0,473.0,473.0,8.0,1.0,21.0,21.0,0.0
3008,DDD,2014B,1,0,Male,0-35,Post Graduate Qualification,70-80%,Male_x_0-35,30,0,383.0,38.3,80.0,46.0,383.0,383.0,10.0,,,,
3009,FFF,2013B,0,0,Male,0-35,Lower Than A Level,40-50%,Male_x_0-35,60,0,661.0,60.09090909090909,89.0,50.0,661.0,661.0,9.0,,,,
3010,BBB,2014B,0,1,Male,35-55,Lower Than A Level,20-30%,Male_x_35-55,60,0,489.0,37.61538461538461,89.0,55.0,489.0,489.0,13.0,,,,
3011,CCC,2013J,0,1,Female,35-55,Lower Than A Level,90-100%,Female_x_35-55,30,1,329.0,41.125,74.0,0.0,329.0,329.0,8.0,,,,
3012,AAA,2014J,0,1,Male,0-35,No Formal quals,60-70%,Male_x_0-35,60,1,209.0,41.8,65.0,24.0,209.0,209.0,5.0,,,,
3013,AAA,2013J,1,0,Male,35-55,A Level or Equivalent,10-20%,Male_x_35-55,90,0,599.0,59.9,93.0,48.0,599.0,599.0,10.0,2.0,80.5,90.0,0.0
3014,DDD,2014B,0,1,Female,35-55,Lower Than A Level,40-50%,Female_x_35-55,60,0,289.0,57.8,85.0,0.0,289.0,289.0,5.0,,,,
3015,FFF,2014J,1,0,Female,55<=,Lower Than A Level,70-80%,Female_x_55<=,60,2,,,,,,,,2.0,24.5,17.0,1.0
3016,AAA,2014B,0,1,Male,0-35,No Formal quals,0-10%,Male_x_0-35,30,3,265.0,53.0,93.0,0.0,265.0,265.0,4.0,1.0,95.0,95.0,0.0
